start	end	text
135480	137180	di due tipi di relazioni
137180	138900	una prima relazione
138900	139560	che è a dire
139560	141120	come faccia a dire
141120	141640	che
141640	144320	due cani
144320	144900	sono più simili
144900	145540	fra di loro
145540	146900	che un cane e un cane
146900	148960	per chi tu
148960	149240	vuoi c'è
149240	149840	degli entità
149840	151840	quindi
151840	154360	che questo è
154360	154760	esattamente
154760	155360	quello che
155360	156640	in maniera implicita
156640	157140	abbiamo fatto
157140	157860	gli
157860	159140	entità
159140	162800	se tu hai
162800	163520	equità
163520	166600	mettiamo qua
166600	167400	organismo
167400	172120	qua ci mettiamo
172120	172880	persona
172880	177120	assumiamo che una persona
177120	178580	non è un animale
178580	180280	perché abbiamo potuto
180280	181880	ammettere come qualcuno fa
181880	184700	persona sotto animale
184700	185480	che è come dire
185480	186320	che una persona
186320	187460	è anche un animale
187460	189380	possiamo mettere qua
189380	189860	pianta
189860	198860	e allora a questo punto
198860	199980	se noi
199980	201320	nello spazio dei concetti
201320	202120	che ci dà
202120	204300	una struttura linguistica
204300	204920	cominciamo a fare
204920	205780	una gerarchia così
205780	207420	possiamo dire
207420	208060	che
208060	211160	questi due sono simili
211160	211900	perché sono
211900	212860	istante
212860	213640	di persona
213640	215260	e che
215260	216820	il cane
216820	217920	sarà sotto animale
217920	218720	e sarà più stessa
218720	219640	la persona
219640	219980	che
219980	222220	ha strada
222220	222760	perché
222760	223280	sono sotto
223280	223680	organismo
223680	224240	di verità
224240	226480	quindi
226480	227260	questo aspetto
227260	229760	dell'e-type
229760	230180	è
230180	230580	esso stesso
230580	231760	un ricetto
231760	232680	gerarchico
232680	234500	che in qualche maniera
234500	235000	cattura
235000	235760	generazioni
235760	236980	di similitudine
236980	240160	sia visiva
240160	241320	che comportamentale
241320	242360	che poi esattamente
242360	242780	è quella che noi
242780	243780	andiamo a formalizzare
243780	244980	quando facciamo
244980	245700	gli armodeli
245700	247600	perché chiaramente
247600	248340	noi ci aspettiamo
248340	248960	che questa persona
248960	249440	parla
249440	250000	che questa persona
250000	250560	parla
250560	251360	e che il cane
251360	251800	vai
251800	253560	e che le piante
253560	254380	non faccia niente
254380	254920	oppure almeno
254920	255520	non abbiano
255520	256660	mani di soli esterni
256660	258700	quindi in qualche maniera
258700	263020	noi possiamo stabilire
263020	263780	a priori
263780	264640	e non come fate
264640	265540	i software engineering
265540	266320	estendendoli
266320	266860	armodeli
266860	267540	verso l'alto
267540	268160	ma in maniera
268160	268820	top down
268820	269960	guardando la struttura
269960	270680	del linguaggio
270680	272360	dire che
272360	275280	possiamo
275280	276520	dare
276520	277520	degli e-types
277520	278320	e questi e-types
278320	280320	sono a diversi
280320	280960	livelli
280960	282340	di generalità
282340	283860	dove più specifici
283860	284620	diventiamo
284620	287060	e più questi e-types
287060	288200	hanno colesimi
288200	289280	cioè voglio dire
289280	290680	due type
290680	291500	due animali
291500	292540	due cani
292540	293400	si muovono
293400	294280	come due persone
294280	296340	due cani
296340	296940	e due mali
296940	297960	come l'organismo
297960	299060	nasce o ne muoiono
299060	299840	nasce o ne muoiono
299840	300400	però in cani
300400	300680	e mai
300680	302520	invece le persone
302520	305680	parla
305680	308140	quindi l'appunto fondamentale
308140	309400	che è classico
309400	310360	il software engineering
310360	311420	che formalizzeremo
311420	312420	in maniera espressiva
312420	313100	come se faccio
313100	313800	di un'ora già
313800	314720	come vedete più volte
314720	315900	è che
315900	317040	questo
317040	317780	a noi
317780	318200	e ad ognuno
318200	318940	degli varietari
318940	319460	associamo
319460	320280	a delle proprietà
320280	324280	a quelli che i dettagli
324280	325140	si chiamano attributi
325140	327940	che sono solo attributi
327940	328960	chiamano proprietà
328960	330760	che è assolutamente
330760	331360	il fatto
331360	332200	che noi
332200	334360	probabilmente
334360	334900	avete fatto
334900	335680	c'è un concetto
335680	336860	di tipi di dato
336860	337900	noi in qualche maniera
337900	338620	usiamo
338620	340440	dei parametri
340440	340980	che ci vengono
340980	341880	da nostra cultura
341880	343180	da noi
343180	343680	ci hanno insegnato
343680	344180	a scuola
344180	345760	con cui noi definiamo
345760	346900	a quale
346900	347880	c'è un insieme
347880	348780	di proprietà
348780	349640	che sono
349640	350520	relazioni
350520	351740	fra
351740	352720	l'entità
352720	355820	e ad esempio
355820	356200	e
356200	357820	alcune caratteristiche
357820	358380	dell'entità
358380	358660	su cui
358660	359380	verso il peso
359380	360120	l'altezza
360120	360740	quindi noi
360740	361580	cos'è che facciamo
361580	362660	noi diciamo
362660	363620	noi prendiamo
363620	365940	dei
365940	369380	delle stringhe
369380	372320	ad esempio
372320	373700	la stringa
373700	374140	uno
374140	375100	due
375100	375960	tre
375960	377140	dieci
377140	378120	undici
378120	378520	su tre
378520	378980	eccetera
378980	379540	oppure
379540	381200	biondo
381200	382700	rosso
382700	384360	nero
384360	387140	e così via
387140	392920	anno
392920	393260	anno
393260	393860	anno
393860	396660	mese
396660	397200	mese
397200	397720	giorno
397720	398300	giorno
398300	399400	distanziate
399400	400100	tutte le possibili
400100	400920	combinazioni
400920	402900	oppure
402900	405300	latitudine
405300	406560	prositudine
406560	408260	transitudine
408260	410380	e qui sono
410380	410980	i dettati
410980	416340	ma cosa sono i dettati
416340	417220	sono delle entità
417220	419120	sono delle entità
419120	419980	in cui
419980	423020	proprietà
423020	424940	come avete detto
424940	426520	sono predefinite
426520	427640	quindi ti hanno insegnato
427640	429440	che nei reali
429440	431900	nei naturali
431900	433360	sono il più o il meno
433360	433960	uguali
433960	434340	maggiore
434340	434880	e minore
434880	435840	e noi lo usiamo
435840	436500	negli associati
436500	439620	però sono entità
439620	441860	il numero uno
441860	443860	è un'entità
443860	446840	quando noi diciamo uno
446840	452320	diciamo un'entità
452320	453660	che sta nella nostra terra
453660	454400	e da qualche parte
454400	455040	in un erone
455040	455880	sta tanto vero
455880	456840	che i matematici
456840	458140	che sono sempre decisi
458140	460400	distinguono tra uno
460400	461820	e il cappellino sopra
461820	463720	che chiamano un numero
463720	465660	dal numero uno
465660	466300	che è
466300	467760	il significato inteso
467760	471400	quindi
471400	473760	chiaramente
473760	474520	è importante bene
474520	474960	che
474960	475780	arriviamo dopo
475780	477400	perché abbiamo
477400	477980	questi propri
477980	478300	entità
478300	480360	ovviamente
480360	481500	una volta che
481500	482580	io
482580	483580	ho
483580	484560	sono indietro
484560	485820	ma una volta che io
485820	488040	stabilisco
488040	488580	che
488580	491000	la
491000	492080	l'entity type
492080	493220	persona
493220	494920	ha come
494920	495640	proprietà
495640	496860	colore dei capelli
496860	498180	guarda a prendere
498180	498800	il data type
498800	499780	colore dei capelli
499780	500780	che me lo definisco
500780	501800	oppure mi viene dato
501800	504160	e sulla base di quello
504160	506280	posso andare a
506280	508860	a valutarlo
508860	510160	perché ovviamente
510160	511260	c'è un punto fondamentale
511260	512000	questo data type
512000	512680	tanto che la gente
512680	513820	mediamente è brava
513820	515500	sono tutti data type
515500	517140	per cui c'è un meccanismo
517140	517960	di valutarli
517960	520440	il peso
520440	521480	avete la bilancia
521480	524220	e per garantire
524220	524800	che tu ti pesa
524800	525380	questa cosa
525380	526160	c'è un museo
526160	527560	della misura
527560	528600	a parigi
528600	529580	dove dicono
529580	530020	un chilo
530020	530800	si pesa così
530800	532460	con l'errore del 5%
532460	533240	con il 10%
533240	533780	e così via
533780	535320	quindi questi data type
535320	535660	qui
535660	536540	come anche
536540	537200	le relazioni
537200	537780	tra entità
537780	538540	e le doppia minuto
538540	539340	sono
539340	542780	in un qualche parte
542780	543400	ma sono
543400	544240	misurabili
544240	545540	con un algoritmo
545540	546040	di versione
546040	546380	di questo
546380	547920	chiaramente
547920	548440	quando hai fatto
548440	549640	questa roba qui
549640	551960	chiaramente
551960	553220	tu dici
553220	554460	puoi a questo punto
554460	555360	fare quello che ho detto
555360	556260	associare
556260	557360	a un entity type
557360	558680	una
558680	559560	propria entity
559560	559900	data type
559900	560480	diciamo dire
560480	561700	le persone
561700	562540	hanno tutti
562540	565000	un attributo
565000	565380	chiamato
565380	566300	colore dei capelli
566300	568580	colore dei capelli
568580	570200	dato data type
570200	571360	poi c'è bianco
571360	571900	lo soverso
571900	574880	chiaramente
574880	575760	se lo puoi fare
575760	576160	un sistema
576160	576760	dei AI
576760	577760	devi dare
577760	578220	il sistema
578220	579460	di data type
579460	580160	per comunità
580160	585260	il sistema
585260	586580	informativo
586580	587100	probabilmente
587100	587420	chiedevo
587420	587940	ma di metterlo
587940	591500	però
591500	593340	queste proprie entità
593340	594560	sono caratteristiche
594560	595020	perché
595020	597760	perché ti permettono
597760	598660	una volta che
598660	600200	linguisticamente
600200	601060	di dire
601060	603860	di identificare
603860	604720	di descrivere
604720	605200	io ho usato
605200	605460	ancora
605460	606240	descrivere
606240	608360	nella lezione
608360	608780	precedente
608780	609840	di descrivere
609840	610520	le entità
610520	611400	quindi è vero
611400	611940	sì che
611940	613100	noi
613100	615460	l'entità
615460	617200	questa persona qua
617200	618020	che si muove
618020	618840	non siamo in grado
618840	619460	di tirarsi
619460	620240	la testa
620240	620880	e farla venere
620880	621380	voi non siete
621380	621600	in grado
621600	622360	di descriverla
622360	623400	ma sicuramente
623400	624220	a un'altra persona
624220	624600	se lo avete
624600	625140	metto a foto
625140	625660	gliela potete
625660	626120	descrivere
626120	627000	c'è nessun modo
627000	627960	che lo potete
627960	628180	descrivere
628180	629000	in maniera completa
629000	629320	una cosa
629320	629820	avete vista
629820	630680	però sicuramente
630680	633240	quello che potete dire
633240	634000	potete scegliere
634000	635300	le cinque proprietà
635300	636820	con cui la descrivete
636820	638240	colore dei capelli
638240	639320	colore della pelle
639320	640880	colore della maglietta
640880	642060	altitudine
642060	642520	peso
642520	643200	posizione
643200	644100	le scegliete
644100	645720	e che sono queste
645720	646420	proprietà
646420	646900	e questa
646900	647240	proprietà
647240	647800	qui vi faccio
647800	648160	una bella
648160	648700	tabella
648700	649820	di un database
649820	650820	e di fatto
650820	651320	pur
651320	652840	da una volta
652840	653160	che dite
653160	653880	questa è l'entità
653880	654540	numero 1
654540	655400	e questa è l'entità
655400	656000	numero 2
656000	656580	e questa è l'entità
656580	657260	numero 3
657260	657920	che hanno questa
657920	658220	tabella
658220	658820	di proprietà
658820	661840	e nella misura
661840	662180	in cui
662180	662860	io ho fatto
662860	664620	il mio sistema
664620	665320	informativo
665320	666400	quelle tabelle
666400	666800	sono tutte
666800	667800	quelle che mi servono
667800	670540	per
670540	672500	quello che devo fare
672500	673380	chiaramente
673380	674060	voglio dire
674060	675640	vedete bene
675640	676380	i vostri esami
676380	677400	non penso
677400	677980	che ci sia il nome
677980	678960	dei vostri territori
678960	679440	o il nome
679440	679820	dei vostri
679820	680140	nonni
680140	680780	sicuramente
680780	681160	no
681160	682880	voi potete
682880	683060	vedere
683060	683340	le due
683340	683780	delle producce
683780	684660	che servono
684660	686140	per fare
686140	687180	e chiaramente
687180	688260	sarà anche la vostra foto
688260	688960	ma sarà una foto
688960	690460	di quando siete arrivati
690460	691040	e mai
691040	691600	perché la giudicazione
691600	692040	da barba
692040	692460	e di via
692460	692660	ma
692660	693060	mi ha anche
693060	694020	informazioni
694020	695200	sulle le altre
695200	697480	e sono quelle informazioni
697480	698400	che by design
698400	699320	come vi hanno insegnato
699320	699800	a fare
699800	701620	sono quelle che servono
701620	702700	per dare una descrizione
702700	703560	parziale
703560	704480	di quello che siete
704480	706460	ma soprattutto
706460	707280	sufficiente
707280	708020	per il fatto
708020	709100	di quello che dovete fare
709100	712100	ma
712100	712740	quando
712740	713640	sono due persone qua
713640	714260	ci sono due qua
714260	715220	una per descrivere
715220	715780	in quanto stanno
715780	716300	la descrive
716300	716780	le relazioni
716780	717340	con gli altri
717340	717860	quindi
717860	718560	questa è sempre
718560	719440	vicina a questa
719440	720500	qual'è una relazione
720500	721180	potrebbe essere
721180	722020	questa è moglie
722020	723040	è amica
723040	724900	è parente
724900	728180	ma parla
728180	736220	parla
736220	737540	queste relazioni
737540	738720	tendenzialmente
738720	739860	sono i stai tipi
739860	741000	spaziali
741000	741840	vediamo più avanti
741840	743020	azioni
743020	743720	che uno fa
743720	744340	che sono quelle
744340	745800	che sono più difficili
745800	746460	da bloccare
746460	747460	e anche relazioni
747460	748400	tipo sociale
748400	750000	relazioni sociali
750000	751120	di ones
751120	751140	di ones
751140	751500	di ones
751500	752560	di ones
752560	753360	qual'è la riferente
753360	754400	tra le prime e le seconde
754400	755220	che le prime
755220	756000	sono relazioni
756000	757240	sono proprietà
757240	757980	della singola
757980	758460	entità
758460	759420	quindi sono relazioni
759420	760020	tra entità
760020	763340	e poi
763340	763960	c'è i tipi
763960	764660	di relazioni
764660	766380	la relazione
766380	767400	la relazione
767400	768780	e questa
768780	769380	abbiamo già visto
769380	769840	nella
769840	772500	la relazione
772500	773140	friend
773140	777020	che uno può scrivere
777020	777400	come
777400	778320	has friend
778320	781300	o come
781300	781680	friend
781680	781980	or
781980	787100	dove chiaramente
787100	789100	la direzione
789100	789920	è la stessa priorità
789920	790320	di insieme
790320	790840	a un'inverse
790840	791460	dell'altra
791460	797080	è una relazione
797080	797480	che
797480	800520	ha come valori
800520	801240	tutte le persone
801240	801880	che sono amiche
801880	810700	e chiaramente
810700	813460	abbiamo
813460	813900	sia
813900	814920	le relazioni
814920	815900	io sono
815900	817000	professore suo
817000	817840	professore suo
817840	818540	di logica
818540	820300	ma poi c'è anche
820300	820980	il fatto che
820980	822340	professore e studente
822340	823180	sono delle relazioni
823180	824080	che all'università
824080	824580	definiscono
824580	825220	certi ruoli
825220	831000	e chiaramente
831000	835260	una volta
835260	836040	che avete scelto
836040	836660	l'entità
836660	837860	o l'entity type
837860	839140	puoi andare
839140	840000	a definire queste
840000	840440	bene
840440	841640	ve l'avevo già detto
841640	842380	l'altra volta
842380	842960	sono
842960	846020	1,2,3,4,5,6
846020	849480	è tutto quello
849480	850100	che ci serve
850100	852800	per descrivere il mondo
852800	854040	e per poter fare
854040	854480	tutto quello
854480	855160	vogliamo fare
855160	857260	chiaramente
857260	857600	quello
857600	859000	penso che
859000	860260	quanto vi avevo detto
860260	861300	nella seconda lezione
861300	861980	sia chiaro
861980	862520	chiaramente
862520	863360	ogni descrizione
863360	863980	linguistica
863980	864300	che è data
864300	864680	di questa roba
864680	865420	sarà sempre
865420	865960	in comprenza
865960	866520	nessuno
866520	867240	sarà in grado
867240	868220	di replicare
868220	868800	quell'immagri
868800	869360	che sono in parte
869360	870000	della foto
870000	871400	ma nella misura
871400	871660	in cui
871660	872180	la descrizione
872180	872700	parziale
872700	873160	funziona
873160	873880	per questo problema
873880	874580	è rilevante
874580	879580	ovviamente
879580	882340	e questi
882340	883260	i percetti
883260	883540	che
883540	884220	non diremo
884220	884380	più
884380	884820	e ripeto
884820	885140	dopo
885140	885980	i percetti
885980	886600	semplici
886600	887240	composti
887240	887600	sono questi
887600	888040	sono 6
888040	890940	ok
890940	892480	però
892480	893240	adesso il problema
893240	894080	in qualche maniera
894080	895580	dobbiamo dire
895580	896800	come facciamo a dire
896800	897340	dobbiamo
897340	898440	un concetto
898440	899200	fondamentale
899200	900360	che è implicito
900360	901340	nel
901340	901720	nel
901720	902720	nel
902720	903920	nel
903920	904500	nel
904500	904860	nel fatto
904860	905200	di
905200	907620	modellazione
907620	908160	perché
908160	911440	come facciamo a dire
911440	911760	questo
911760	912440	l'ho detto prima
912440	913620	lo ripetiamo
913620	914480	per chiarezza
914480	917700	abbiamo detto
917700	918180	che una volta
918180	918700	che passiamo
918700	919260	dalla
919260	919820	dalla
919820	921180	descrizione
921180	921580	logica
921580	921960	la descrizione
921960	922920	linguistica
922920	924420	identifichiamo
924420	925420	identifichiamo
925420	925880	queste
925880	926660	usiamo
926660	926940	queste
926940	927300	seppre
927300	927700	età
927700	928620	sicuramente
928620	929000	dobbiamo dire
929000	929920	l'entity
929920	930240	l'entity
930240	930980	l'entità
930980	934380	ovviamente
934380	934740	però
934740	935200	a questo punto
935200	935700	dobbiamo dire
935700	937000	quando sono uguali
937000	937440	e diverse
937440	939320	non facciamo a dire
939320	939740	che
939740	940580	due persone
940580	941200	hanno maliettato
941200	941880	il suo colore
941880	943060	non facciamo a dire
943060	943840	che due istanze
943840	944080	di
944080	944760	di
944760	944960	di
944960	945400	di
945400	946080	di
946080	947080	di
947080	949120	me
949120	949520	visto
949520	950200	oggi
950200	950880	siamo
950880	951100	a questa
951100	951500	persona
951500	951820	meno
951820	952140	quindi
952140	952540	questo
952540	953040	concetto
953040	953740	di
953740	954300	uguaglianza
954300	954600	che noi
954600	954840	dobbiamo
954840	955340	darci
955340	956560	è il concetto
956560	956760	di
956760	957900	disuguaglianza
957900	961440	quindi
961440	961960	il passo
961960	962720	importante
962720	963280	da mettere
963280	964020	in evidenza
964020	965960	è che
965960	968800	quando io parlo
968800	969540	di persona
969540	970840	come concetto
970840	972280	come parliamo
972280	972640	in una lezione
972640	973280	prossima
973280	974780	io posso dire
974780	975440	che il mio
975440	976200	concetto
976200	977260	l'avete visto
977260	977720	due volte
977720	978480	in due correnti
978480	979320	diverse
979320	980380	perché potete dire
980380	981040	che le due correnti
981040	982020	sono uguali
982020	983040	uguali in che cosa?
983120	983400	in una serie
983400	984360	di caratteristiche
984360	985340	che dicono
985340	985780	che devono dire
985780	986800	essere uguali
986800	989780	come fate a dire
989780	990560	che una persona
990560	991980	ha messo in questa persona
991980	993800	due volte
993800	995520	in due giorni diverse?
995960	998220	la pace
998220	999880	e se vestiti
999880	1000440	la clown
1000440	1002340	lo dì
1002340	1004320	si toglie la maschera
1004320	1004780	lì
1004780	1005080	anzi
1005080	1006060	si tolta la maschera
1006060	1007600	quindi sapete
1007600	1008360	che la maschera
1008360	1010760	è una cosa temporale
1010760	1012060	però
1012060	1012500	c'è questo
1012500	1013280	continuo
1013280	1014120	esercizio
1014120	1015580	di potere
1015580	1016220	quando tu hai
1016220	1016560	due
1016560	1017940	due occorrenze
1017940	1018680	parliamo di
1018680	1019440	occorrenze
1019440	1021620	di due
1021620	1022600	entità
1022600	1025380	noi
1025380	1026700	dobbiamo poter dire
1026700	1027500	se queste due
1027500	1028160	occorrenze
1028160	1028900	sono occorrenti
1028900	1029460	della stessa
1029460	1030060	entità
1030060	1031520	sono occorrenti
1031520	1032100	di due diverse
1032100	1032580	entità
1032580	1034280	questo poi
1034280	1035860	diventa fondamentale
1035860	1038520	più avanti
1038520	1040340	non solo
1040340	1041420	devi poter dire
1041420	1043140	se sono
1043140	1046800	due
1046800	1049000	prima di tutto
1049000	1049420	devi dire
1049420	1049780	se sono
1049780	1050200	la stessa
1050200	1050740	entità
1050740	1053200	poi
1053200	1053600	sono la stessa
1053600	1053960	entità
1053960	1054580	puoi dire
1054580	1055060	se è la stessa
1055060	1055480	entità
1055480	1056760	se ha la stessa
1056760	1057200	entità
1057200	1059000	non necessariamente
1059000	1060520	però nella misura
1060520	1061400	il colore dei capelli
1061400	1062220	può cambiare
1062220	1064100	però nella misura
1064100	1066880	nella misura
1066880	1068140	in cui
1068140	1071440	quello che ti mette
1071440	1072400	come uguale
1072400	1073280	non cambia
1073280	1075140	fa tutto bene
1075140	1081680	questa roba
1081680	1082340	è veramente
1082340	1083260	pervasiva
1083260	1084140	in termini
1084140	1084980	di modellazione
1084980	1086620	vi faccio un esempio
1098140	1128120	grazie a tutti
1128140	1135980	se io dico
1135980	1136960	ho visto Paolo
1136960	1138100	che aveva i capelli bianchi
1138100	1138680	e poi dice
1138680	1139460	ho visto Paolo
1139460	1140620	che aveva i capelli rossi
1140620	1141660	la stessa persona
1141660	1142000	sì
1142000	1142920	o no
1142920	1143980	sì grazie a nessuno
1143980	1146380	se io dico
1146380	1147340	ho visto
1147340	1148260	un uomo
1148260	1149440	che aveva i capelli bianchi
1149440	1150120	ho visto un uomo
1150120	1150920	che aveva i capelli rossi
1150920	1151320	probabilmente
1151320	1152520	sono diversi
1152520	1154000	perché
1154000	1155660	il colore dei capelli
1155660	1158200	è meno
1158200	1159120	identificante
1159120	1159720	del nome
1159720	1162220	potremmo anche essere
1162220	1162660	due Mario
1162660	1163140	e due Paolo
1163140	1163640	diverso
1163640	1164560	ma voi avete pensato
1164560	1165180	al suo Paolo
1165180	1165980	e altrimenti
1165980	1166940	avrete pensato
1166940	1167620	tutti i posti
1167620	1168500	sarete aspettati
1168500	1168940	di che hanno
1168940	1169920	un Paolo diverso
1169920	1172500	quindi per dire
1172500	1172900	che
1172900	1173860	e ho messo a vista
1173860	1174700	appunto per dare
1174700	1175860	questa idea
1175860	1176300	di un colore
1176300	1176980	diverso
1176980	1177160	no
1177160	1178360	quindi
1178360	1179460	questo per dire
1179460	1179880	che noi
1179880	1181380	continuamente
1181380	1182940	questa operazione
1182940	1183540	della semi
1183540	1184060	interversa
1184060	1184520	facciamo
1184520	1184900	che poi
1184900	1185420	esattamente
1185420	1185720	è quello
1185720	1186560	di comportare
1186560	1188420	nella nostra
1188420	1189300	teoria dei modelli
1189300	1191080	e notare bene
1191080	1191600	che
1191600	1192500	come poi
1192500	1193080	vedrete
1193080	1194400	chi di voi
1194400	1195600	farà
1195600	1196520	forse
1196520	1197300	il prossimo anno
1197300	1201960	il problema
1201960	1202700	è di capire
1202700	1204440	se due entità
1204440	1205280	due occorrenti
1205280	1205800	di entità
1205800	1206400	nel web
1206400	1208480	quindi su dati
1208480	1209180	non visibili
1209180	1210100	solo una serenità
1210100	1210640	è il problema
1210640	1211580	più difficile che c'è
1211580	1213500	ed è il motivo
1213500	1214500	per cui la gente
1214500	1216360	nel mondo reale
1216360	1217220	si è inventata
1217220	1221820	il numero di passaporto
1221820	1223480	il fiscal code
1223480	1224500	perché?
1224700	1225100	è perché
1225100	1226440	il nome è un contenente
1226440	1227020	e dei dati
1227020	1228980	quindi
1228980	1229560	questa specie
1229560	1230140	della semi
1230140	1231060	perché dove è
1231060	1231560	il vero punto?
1231660	1232520	perché in qualche maniera
1232520	1233380	quando io
1233380	1234500	nel mondo linguistico
1234500	1236100	devo poter dire
1236100	1236980	come ho detto ieri
1236980	1237880	che questa parola
1237880	1241340	c'è questa stringa
1241340	1241940	ma l'unica
1241940	1242660	che fa identità
1242660	1243160	sul fatto
1243160	1244000	dell'oggetto
1244000	1245320	nel modello
1245320	1247160	nella persona logica
1247160	1247700	è quella di
1247700	1249280	l'unica
1249280	1255120	e chiaramente
1255120	1256260	questo si propaga giù
1256260	1256780	a tutto
1256780	1258420	ognuno dei sei
1258420	1259340	esempi
1259340	1260660	di
1260660	1262880	percetti
1262880	1264500	come li abbiamo chiamati
1264500	1265160	adesso vi richiamiamo
1265160	1265800	un po' a minuto
1265800	1267240	questo problema qui
1267240	1268160	e a questo punto
1268160	1268720	devi dire
1268720	1269380	abbiamo saputo
1269380	1270020	soledità
1270020	1271260	ma adesso
1271260	1271900	c'è il concetto
1271900	1272760	di biondo
1272760	1276800	e secondo me
1276800	1277620	è così chiaro
1277620	1277980	dire
1277980	1279240	c'è una bellissima
1279240	1280340	ad esempio
1280340	1281200	c'è il concetto
1281200	1281940	dei colori
1281940	1283120	c'è una bellissima forma
1283120	1284040	che adesso
1284040	1285200	non ho messo
1285200	1286660	che dove
1286660	1288380	chi è esperto
1288380	1288820	di colore
1288820	1289920	vede 50 colori
1289920	1290740	voi ne vedete 3
1290740	1291980	per te
1291980	1292780	tu sei biondo
1292780	1293280	per me
1293280	1294120	per me
1294120	1295340	una persona è bionda
1295340	1296060	per un altro
1296060	1298200	una persona è cassano chiaro
1298200	1298780	e così via
1298780	1300300	quindi questo problema
1300300	1301240	di identità
1301240	1303400	che è esattamente
1303400	1304100	poi quello che c'è
1304100	1304500	alla base
1304500	1305420	di tutti gli algoritmi
1305420	1307740	di recognition
1307740	1308760	di copiare il video
1308760	1309340	come abbiamo detto
1309340	1310360	e anche negli altri anni
1310360	1312040	non è solamente
1312040	1312820	a livello di identità
1312820	1313220	è a livello
1313220	1314760	di ogni singolo valore
1314760	1315800	ogni singola identità
1315800	1317220	perché quando tu hai fatto
1317220	1317960	il data type
1317960	1318760	ti sei dato
1318760	1320520	il data type
1320520	1321200	per i vari valori
1321200	1321640	come ho scritto
1321640	1322260	da qualche parte
1322260	1322760	ti sei dato
1322760	1323740	lo spazio dei valori
1323740	1324500	ma
1324500	1325660	quando tu passi
1325660	1326520	da una descrizione
1326520	1328040	analogica
1328040	1328920	da una immagine
1328920	1329960	analogica del mondo
1329960	1331140	alla linguistica
1331140	1332140	quel passo
1332140	1332580	io ho fatto
1332580	1333480	in formalizzazione
1333480	1336240	che è esattamente
1336240	1337480	dove c'è
1337480	1339020	il 90% dei problemi
1339020	1341420	chiaramente
1341420	1342380	questo vale
1342380	1345120	anche per
1345120	1345600	tu
1345600	1346040	tu
1346040	1346620	prendiamo
1346620	1347200	una qualunque
1347200	1347600	segretto
1347600	1348080	ordinata
1348080	1348720	di valori
1348720	1350300	ok
1350300	1352760	quindi ad esempio
1352760	1356420	facciamo degli esempi
1356420	1357500	adesso a seguire
1357500	1358980	per ognuno di quelle
1358980	1360080	questo passaggio
1360080	1360780	a questo mondo
1360780	1361020	qua
1361020	1361420	è esattamente
1361420	1362100	il passaggio
1362100	1363500	che
1363500	1368500	fondamentale
1368500	1370000	che nel nostro modello
1370000	1370800	modelliamo
1370800	1371040	come
1371040	1371620	disuguaglianza
1371620	1372860	e disuguaglianza
1372860	1373980	ma
1373980	1375100	che nel mondo
1375100	1377080	nel mondo
1377080	1377660	delle AI
1377660	1378360	e delle science
1378360	1378920	e disuguaglianza
1378920	1379820	che similari
1379820	1380360	similari
1380360	1380740	in italianza
1380740	1381300	in clustering
1381300	1382420	classification
1382420	1383520	il problema
1383520	1384360	è sempre questo
1384360	1388540	capire o meno
