start	end	text
599042	601645	Vi ricordo anche, l'ho già detto, tanto per
601945	610673	che passi la linea al terzo piano, le logiche del mondo, noi possiamo, ragioniamo, siamo in grado di ragionare su ciò che sappiamo.
610693	614456	Cioè con il passo qualeva?
614476	618600	Con il modello del mondo io ho un modo preciso per dire quello che ho in testa.
619441	628068	Con la logica del mondo sono in grado di computare le conseguenze di quello che ho in testa, di quello che so.
628088	629910	La logica del linguaggio al quarto piano
630802	638131	sono i meccanismi di ragionamento sofisticato che ti permettono di ragionare non solo su quello che sai, ma anche su quello che non sai.
638151	640294	Ok?
640314	650766	Come ho detto più volte, quando voi dite, ad esempio, la persona è una donna, intendete che non è un uomo.
650786	655332	Quando non dite delle cose, potete intendere il falso o non dirlo non sapendo.
655352	658155	Tutte queste variazioni sono formate.
658176	660218	Ora stiamo facendo il primo passo che è
660417	663842	a funzione di interpretazione.
663862	676580	E la più banale di funzione di interpretazione è dove voi prendete delle stringhe e dite che Sofìa è bionda, Sofìa appartiene all'insieme dei biondi.
678343	687015	L'abbiamo già fatto, è l'interpretazione di Sofìa è un'amica di Paolo, Sofìa e Paolo appartengono alle coppie che sono amici.
688953	701111	Rocky è il cane di Sofia, Rocky è un cane e Sofia e Rocky appartengono alla relazione possedere o avere.
701131	707200	Sofì vicino a Paolo è la coppia di tutte le persone, di tutti gli oggetti che sono vicini.
709503	715332	Rocky appartiene all'insieme dei cani.
718332	721296	Vanno un uomo, Paolo, a partire insieme degli uomini.
721336	723980	Soffia una persona, non soffia, partire insieme delle persone.
725221	725782	Ok?
726984	730769	Questa roba qui l'abbiamo già resta e dalla lezione 6 modelli sappiamo che sono 7.
731410	736516	Non sono fatte più ma penso che siano più o meno sufficienti.
736536	738559	Chiaramente, qui ho anche due cose.
738759	747411	Questa è una sintasi non formalizzata, però è un quaglio naturale con la trigla soggetto, verbo, oggetto.
749180	752865	e non è un caso di una tripla, ok?
753405	760814	Infatti si può dimostrare che qualunque ragionamento umano è costruito in un così chiamato knowledge graph, l'abbiamo già visto.
762476	771507	Queste triple hanno la qualità di poter decidere o meno se è vero o falso, soffi o non è vero o falso, dipende dalla soffi.
771527	774972	Però nel modello non lo sappiamo e quindi nel modello possiamo andare a verificare.
774992	777735	Nel modello abbiamo fatto detassare l'intero strutturale
778559	794712	e ce l'abbiamo se è una struttura di bionda ovviamente queste sono cose che è una slide per voi da leggere con comodo
796193	797274	Qual è il punto fondamentale?
797315	808049	Che il dominio scegli quello che vuoi, esattamente quello che voi avete in maniera estensiva usato quando vi han fatto fare gli armoni, o qualunque formalismo vi sembra rappresentare.
808069	815499	Se non ricevate questa vitalità, non era possibile farlo.
815519	825913	Tecnicamente, queste processi che voi avete seguito informalmente nei vostri corsi di compito degli ingegneri, prima vi viene dato il problema da modellare, poi scegli
826147	842613	il linguaggio, esattamente come faremo noi, gli danno un alfabeto, per esempio negli armobili danno C6 del rombo, piuttosto che C al quadrato, quello è un alfabeto, e poi mi dicono come metterlo insieme, quella è la regola di sintassi, esattamente come in Chomsky.
843895	848222	E poi quello che loro non fanno e che invece noi facciamo, perché noi siamo in un metodo
848810	862511	un mondo formale esplicitiamo la funzione di interpretazione.
862531	866077	E chiaramente sono tutte scelte arbitrarie, tutto chiaro?
866698	868641	E' abbastanza intuitivo, mi sembra, sì?
869026	879540	Prima c'era l'esempio Rocchi e il cane di Sofia e a cui erano associati due fatti.
879560	879960	Esatto.
879980	881983	Ottima domanda.
882003	885447	E si chiama funzione di interpretazione, però se una funzione... No, no, hai ragione.
886569	887891	Qui devi applicarlo due volte.
888111	892657	Qui hai dovuto prendere un LLM, un qualunque motore di differenza, in forma o di forma.
893117	896462	Hai capito che in realtà anche questa pseudo-tripla, ci sono due triple.
897703	898965	Hai dovuto fare questa roba qui e prendere tutto questo.
899367	901609	Questo non è un linguaggio formale.
901629	904873	Ah, per quello... Certo, questo è colto esattamente al punto.
904893	906915	In un linguaggio formale questo non lo potevi dire.
907535	913661	Perché qui, di fatto, questa frase informale corrisponde a due asserzioni nei nostri linguaggi formali.
914262	923271	Perché prima devi dire che Rocchi è il cane di Sopra, che è il cane, e notare che nel nostro italiano sono due i significati, uno che è un cane, l'altro che è suo.
926334	928176	Questo è esattamente il motivo
928713	930916	Perché fare il formato-formo è difficile.
930936	933058	E' chiaro che sono la tua concentrazione.
933078	933759	E' chiaro il punto.
934039	936963	Questo non è un linguaggio formale, non ho detto che sia un linguaggio formale.
936983	943150	E' un linguaggio pseudo-formale che si avvicina a un linguaggio dichiarativo, quindi non abbiamo il che.
944192	946094	Ho visto il cane che vagliava.
946995	950038	Ho visto la casa che bruciava il che soggetto.
951781	957167	Ho visto la persona che ho visto l'altro ieri il che complemento oggetto.
958413	960215	se pensate a queste frase.
960235	973890	Linguaggio è pervasivamente ambiente.
973910	981078	Chiaramente, qui c'è una slide che scrive quello che vi ho detto in precedenza.
981378	986884	Voi, nella teoria dei modelli, vi ho detto che nei modelli ci sono sette tipi di percetti
987978	1004577	ci sono le entità, ci sono gli entity types, ci sono le relazioni, il vostro linguaggio di specifica ad inizio vi dicono esattamente quale di questi aspetti del modello va a scegliere.
1004597	1009562	Nell'IR model, quando fate l'IR model, non ci sono entità, ci sono solo insieme.
1010123	1015369	Quando vi fanno la tabella, ci sono le entità, quando vi fanno la tabella così,
1021238	1027605	Name, age, friend.
1027625	1034312	Name numero 1, age 27, friend numero 2.
1034332	1034472	Chiaro?
1034492	1035013	Cosa c'è qua?
1035033	1036154	L'abbiamo già fatto i precedenti.
1036214	1039678	C'è questa, una e due che sono entità.
1040379	1042942	C'è questo che è un valore negli interi.
1044383	1050570	C'è questi name che sono l'insieme dei nomi, l'insieme di tutte le possibilità, l'insieme degli amici.
1051613	1056661	Quindi qui quando faremo un modello di questa roba dovrebbe avere un modello in cui mettiamo le entità.
1058324	1074972	Se noi diciamo invece person, friend, person, non ci sono le entità, ci sono solo gli insieme.
1075964	1081189	e infatti vedremo che c'è una logica per questo e c'è una logica per questa.
1081209	1105650	Questa logica ti permette di derivare informazioni sull'entità, questo ti permetterà di derivare informazioni sull'insieme estendendo tutta quell'informazione implicita che c'è in questi modelli e che noi umani non abbiamo bisogno di dire se non quando diventa importante dirlo ad esempio se fai il software di un treno, se fai un legnare, ma che immediatamente
1109866	1114993	La domanda vera a questo punto è, vedete una funzione, sì ma che proprietà deve avere questa funzione?
1118838	1120280	Sicuramente deve essere un'ambigua.
1121342	1122263	Volevo dire un'ambigua?
1123524	1132977	La cosa ovvia è che non posso avere che una sezione denota due fatti diversi per un F2.
1132997	1134660	E' chiaro?
1134680	1138725	Questo è il punto fondamentale della funzione interrotazione.
1140055	1148725	che è esattamente quello che vi abbiamo fatto vedere delle volte e li vedremo anche più avanti tra oggi e domani, che è esattamente quello che il linguaggio naturale non ha, che è la polisemia.
1149846	1153290	Abbiamo già menzionato Word tante volte.
1153310	1163322	Quindi quando tu fai l'andamento e usi Word, meraviglioso, però c'è sempre il problema che usi una parola come nel linguaggio naturale, come quando anche fai questa tabella qui, no?
1165004	1168408	Queste frasi qui nella tua tabella, è vero che ho anche questo modello qua?
1168895	1177810	E' vero che il diarmo o il tabellare ti dà dei vincoli, ma è comunque la libertà di mettere la parola che vuoi qua.
1178632	1191173	E chiaramente sempre quando l'avete fatta avete sempre messo quelle parole che hanno un significato equitivo, ma non c'è garanzia rispondono la stessa cosa per due che riguardano perché non c'è la funzione di interpretazione disposta.
1194275	1210337	Fra parentesi, da quando sono giovane facciamo algoritmi di world-sense disambiguation, cioè algoritmi di linguaggio naturale, anche adesso vogliamo ancora di più, di risolvere questo problema qui, e non si becca.
1210357	1224096	È quasi facile, va bene, ma come sempre bisogna attenuare quando il problema, la confine sulla scienza infattiva, cioè con le fattive, è molto sensibile, è molto difficile, in particolare su testi molto lunghi, arbitrariamente lunghi,
1224565	1236280	l'inguaglio naturale sembra bene di tipo 0, quindi vuol dire che tu puoi far dire a una persona che è qua sotto, che magari l'hai menzionata a 7 pagine più o meno e sembra in un contesto abbastanza lungo e se non segnali di tenere non lo vedi.
1236881	1244791	Questo per dire che, perché tale volte farete esercitazioni, noi non stiamo risolvendo un problema in forma conforme.
1244811	1251400	Il problema lì è essenzialmente irrisolubile, nel senso lo ho già detto tale volte, lo dico, ma diciamo che se uno
1252358	1257805	fare dei linguaggi di input decente, non decente, perchè serve un linguaggio naturale.
1258546	1266137	Noi minimizziamo il rischio dello sbaglio di produzione e poi quando siamo nel mondo fermare da lì in poi è tutto gratis.
1266958	1269221	Gratis abbastanza, facendo algoritmi così.
1269241	1273567	Sinonimità va bene?
1273587	1278213	Sì, la possiamo avere.
1278233	1279575	Sinonimità vuol dire cosa?
1279595	1281538	Vuol dire che io ho
1282430	1289718	I di alfa1 uguale a f2, l'interpretazione è giusta, a2 uguale a f2.
1289738	1290399	Va bene?
1290419	1292341	Sì, perché?
1292361	1304634	Non si fa casino, perché lo dici in maniera diversa e per cavo e in automobile non va bene lo stesso.
1304654	1305855	Ovviamente può rompere il cartone, tant'è vero perché sapete
1306291	1308835	e nei database c'è la unique name assumption.
1308875	1310497	Unique name assumption perché?
1310838	1311499	Non la vogliono.
1311519	1311979	Ma perché?
1312039	1315024	Per andare veloce.
1315044	1319110	E loro garantiscono che la stringa di fatto è una unique identifier.
1319130	1319470	Perché?
1319490	1320232	Perché va veloce.
1320852	1332229	Attualmente dobbiamo scrivere da qualche parte quali sono i sinonimi, sempre faticoso, oppure la rappresentazione dei database è incompleta.
1332249	1334813	Come vedremo fra due lezioni, i database
1336058	1349716	sono così veloci esattamente perché è un modo canonico di scrivere tutto quello che sai e tutto ciò che non dici è come se fosse falso.
1349736	1354042	Quindi in questa applicazione l'evento si applica bene.
1354062	1359750	La maggioranza delle applicazioni corporete non funziona nell'AI e nel mondo aperto, nel web.
1360751	1362994	Ogni volta che metti un dato sulla rete
1364324	1392051	ognuno capirà quello che vuole e sicuramente non conosci tutto quello che c'è nel mondo ma sicuramente se fai S3 noi come università sappiamo per quello che riguarda il cadere vita degli esami sappiamo tutto e abbiamo un processo enorme per far sì che la pensia è giusta e voi avete anche la possibilità di lamentarvi, giustamente, perché poi alla fine abbiamo un detrimento.
1392071	1393673	Totalità e soggettività.
1394581	1396363	Totalità cos'è che vuol dire?
1399827	1409798	Vuol dire che per qualunque assoluzione a partenza del linguaggio I di A esiste.
1409818	1412521	Ok?
1413662	1414723	Vogliamo una soggettività?
1414743	1416125	Sì.
1416145	1417146	Viene richiesto.
1418003	1439658	quando tu devi scrivere la tua funzione di interpretazione devi garantirti che la tua funzione di interpretazione è sottilita su tutto il dominio, su tutto il linguaggio è soggettiva?
1439678	1439839	no?
1439859	1440720	volevo dire soggettività?
1441662	1453422	vuol dire che io c'ho un linguaggio, c'ho un dominio e mi va benissimo che io non so cosa dire.
1453442	1454224	Sono e le motivi?
1457629	1466725	Tendenzialmente la funzione che viene usata e altro non faccio catturare la best practice che viene fatta normalmente
1467329	1489020	nell'attività di modellazione che è fatta quando tu vedi un certo dominio decidi di formalizzare l'aspetto che vuoi che è quello per cui il problema è rilevante per te.
1489040	1495429	Abbiamo una funzione di correttezza del linguaggio e una funzione di competenza del linguaggio.
1496759	1505713	cioè sempre rispetto alla funzione d'interpretazione noi diciamo, perché ovviamente dov'è il vero problema?
1509318	1525163	che quando tu fai le applicazioni chiaramente la funzione d'interpretazione come vedevamo a 5 minuti è data, tu il linguaggio ce l'hai, è in input magari perché l'hai presa in applicazione 1
1527742	1530666	e hai anche in input la forma del dominio.
1535071	1544202	Ad esempio, nel caso di S3 il dominio è su tutti gli studenti in un certo momento, momento per momento è scritto all'università.
1547626	1556297	Tu dici che il linguaggio è corretto se per qualunque alfa appartenente a L, i di alfa appartiene al dominio.
1562774	1592443	se io c'ho un nome, se te prendo un dato in input ti ritorna una scheda la competenza è esattamente l'opposto di che per qualunque elemento nel dominio esiste alfa tale che i di alfa uguale a f questa è la competenza
1601047	1604030	Non è che non serve, non si vuole.
1604130	1604811	Faccio un esempio.
1607915	1620649	Fino a 6-7 anni fa, nessuno sapeva, e non sa quali sono le stati, tutte le persone che gli eravano per gli uffici giornalieri.
1620709	1629298	Per tutti quelli che, quindi parliamo anche di visitatori, non esclusi o di questo tipo, però è chiaro,
1629548	1638438	che noi non avevamo una loghi, non avevamo un modo di sapere chi fosse.
1638598	1639299	Era un problema?
1639479	1654155	No, per lungo tempo no, ma poi è arrivata l'assicurazione e c'è il problema con l'assicurazione e vogliono sapere anche per dare copertura assicurativa e quindi questa funzione di mappatura, notare bene, torni indietro, noi la completezza
1659400	1664065	ma non avevamo la competenza per quelle persone che giravano per gli uffici.
1664085	1675097	E chiaramente non ce l'abbiamo ancora, se siete a trovare mia moglie in 5 minuti non ce l'abbiamo ancora, diciamo per quelli che si trovavano in ufficio, però è chiaro, mediamente per un visitatore non avevamo neanche quello.
1678381	1679282	E perché non l'avevamo?
1679302	1681404	Perché ciostava.
1681445	1685509	Infatti ora ce l'abbiamo, abbiamo fatto tutte le procedure,
1685827	1689571	Quando una persona arriva, se vuole avere accesso a qualunque servizio, deve dare il nome.
1690112	1697521	Quindi, nel mondo informale, abbiamo messo in piedi questa condizione.
1697541	1707032	Questo per dire che chiaramente sono ideali avere tutti e due, ma a volte il costo, come sempre nella vita reale, non giustifica questo.
1707132	1708514	Mentre questo vogliamo avere sempre.
1708634	1713960	Se non avessimo questo, vuol dire che di fatto abbiamo un linguaggio che non funziona.
1716252	1744740	ma magari potranno sembrare ovvie però tutti i teoriche che faremo dopo si baseranno su queste ipotesi e faremo vedere già oggi che quando molli questa hai delle conseguenze in termini di ragionamento hai delle conseguenze che certe conclusioni non ne puoi più fare ovviamente è ovvio ma fino a che punto esiste il mollo
1747977	1771420	Questa slide non fa che dire che la correttezza è importante e deve essere corretta invece questo non serve che sia corretto, cioè non è vero che non serve
1771720	1791043	serve ma in qualche maniera tutto ciò che noi faremo in logica migliora anche con questa ipotesi però perderemo capacità di ragionamento quindi cos'è un world model?
1791063	1801255	è una teoria un modello e una funzione di mapping che deve essere totale deve essere corretta
1801741	1813884	ma non è necessariamente incompleta, ma può essere incompleta e non subjettiva.
1813904	1823563	Perfetto, ora facciamo, quindi un modello del mondo è una tripla normalizzata
1824387	1848960	non è una linguaggia sezionale, l'abbiamo definita due lezioni fa, dove D è un'interpretazione, l'abbiamo definita due lezioni fa e EI è corretta rispetto a D. Notate bene che rispetto all'esempio precedente ho richiesto la correttezza della funzione di interpretazione di L e quindi che la funzione di interpretazione lavora bene ma non ho richiesto la competenza.
1859521	1861223	Quindi di fatto, qual'è che è successo?
1862784	1885386	Io ho un certo linguaggio, abbiamo definito formalmente una teoria insieme alle forme del linguaggio, quelle forme che noi di La Teoria del Mondo studiamo e abbiamo detto che una sezione è un elemento della teoria.
1885446	1889410	Stiamo dicendo che noi, matematicamente,
1889677	1900051	La nostra conoscenza del mondo è l'insieme di assezioni, che poi vedremo già domani, sono tutte triple.
1900071	1915532	E noi diremo che una volta che abbiamo detto questo io costruisco i fatti, costruisco un modello, dove il modello è l'insieme dei fatti residui da questa teoria, il linguaggio è l'insieme, il dominio è l'insieme
1915951	1926528	di tutto quello che posso dire, di interpretazione di tutto quello che posso dire tramite tutte le interpretazioni, il fatto è la singola interpretazione sua.
1926548	1934422	Ovviamente noi dobbiamo arrivare a questo.
1934682	1937166	Tutta questa roba qua siamo adatte perché ha il ciclisto mapping.
1937888	1945099	Ora, però, dobbiamo passare da un world model a world representation perché world representation è ciò che sappiamo del mondo.
1945119	1953691	Quando abbiamo quello, potremo, come passo successivo, come ho detto prima varie volte, vedere cosa si può imparare da quello che sappiamo.
1955834	1965268	Un concetto importante, sicuramente avete parlato, sentito parlare di sintassi semantica, anche da me informalmente, il concetto di sintassi semantica è molto chiaro.
1965288	1967271	La sintassi è
1967437	1973984	insieme di regole di formazione che ti permettono di costruire un linguaggio per il momento assazionato.
1974004	1976086	La semantica è quello che significa.
1976106	1990602	La semantica, insieme dei significati, è tutto quello che posso dire, cioè quello che io intendo applicando la funzione dell'interpretazione di quello che posso dire.
1991943	1996228	Quindi, tornando alla nostra prima lezione, la semantica
1997035	2001961	è la formalizzazione di quello che ho in testa nella mia rappresentazione alla voce.
2001981	2003623	Ok?
2003643	2006326	Chiaro?
2006446	2017819	Notare bene che, nella slide precedente, qua... Perché noi stiamo facendo questa roba qui?
2018440	2024747	Eh, perché questa roba qui, magari i computer ci fanno la foto, però noi siamo solo qua, noi interagiamo solo qua.
2025267	2041549	quindi noi dobbiamo costruirci con la logica dei meccanismi che ragionano solamente sul linguaggio perché nessuno può prendere il cervello a qualcun altro di noi e vedere cosa c'è dentro e far sì che sotto le funzioni qualunque cosa noi ragioniamo qua in cima è vero il modello è chiaro?
2041569	2054346	tutto ciò che stiamo facendo è esattamente di alzarci da quello che percepiamo a quello che diciamo ora abbiamo fatto il world model
2055288	2056770	e allora facciamo una rappresentazione.
2057291	2073635	Lo facciamo passo passo, perché infatti non è passo, noi lo formalizziamo matematicamente, che ci permetterà tra due lezioni, come ho detto prima, di dimenticarci dei modelli.
2073655	2077020	Cos'è una rappresentazione del mondo?
2077060	2077961	È tipo una tripla.
2081627	2084451	È la teoria e gli esami che voi facevate
2088008	2111469	Prima di tutto dovete avere il model, quindi ci siamo già messi d'accordo sul fatto di qual è il dominio, ci siamo già messi d'accordo su quali erano i tassi dalla gappa precedente, data questo, a questo punto devo usare questo mapping che chiaramente mi arriverà da una funzione di interpretazione, è chiaro?
2111489	2113351	Come faccio a scegliere una funzione di interpretazione?
2113511	2115973	Scelgo la funzione di interpretazione scegliendo il model.
2116848	2131247	scegliendo il world model mi fissa il linguaggio, mi fissa come il modello viene interpretato dal world model e quindi costruisco la teoria.
2131267	2141060	Quindi di fatto, chiaramente però questo vuol dire che la mia teoria e il mio modello avranno tutte le limitazioni del world model che ho scelto.
2141981	2146467	Se il world model, come diria il model, non mi parla di istanze,
2146970	2175812	non le posso parlare ma almeno per quello che parla sono chiare e chiaramente abbiamo di nuovo un concetto di correttezza e completezza nella teoria e questi sono esattamente quelli a cui si arriva in logica noi diciamo che chiaramente voi tenete conto per noi il punto di riferimento è sempre il modello
2176467	2179290	che è quello che abbiamo in testa.
2179310	2187600	Poi chiaramente noi ci facciamo la nostra teoria e vi hanno detto che è un insieme di assezioni.
2187620	2205681	Allora volevo dire che la teoria è corretta, volevo dire che per qualunque affermazione io faccio, nella mia teoria, chiaramente questo modello è dentro il domino di interpretazione, qualunque cosa io faccio, se io prendo la funzione di interpretazione,
2207568	2218584	La teoria è il buon fatto che stai bene.
2218604	2218744	Chiaro?
2218764	2222249	Chiaramente c'è la competenza.
2228678	2230521	La competenza mi dice che
2235327	2255946	in un paio di modi, per qualunque è alfa batterente al modello esiste un'alfa batterente alla teoria, sale che I di alfa è uguale a... ok?
2255966	2263393	tiriamo giù un attimino qua
2272148	2295895	Allora, chiaramente questa è la correntezza e questa è la competenza e chiaramente tutta la logica si tocca su queste due cose
2302844	2325544	riguardo la stessa il proprio domanda è supponiamo che io scelgo un world model supponiamo che io maudo di costruire delle teorie del world model
2332122	2351753	Il punto diventa, se io do una teoria, questa teoria che io do, magari quando faccio una logica più un ragionamento, che si chiama interno.
2351773	2354617	Questa è la mappa che io faccio, com'è rispetto al modello?
2355399	2356881	E' corretta o complessa?
2362885	2369492	questo è tutto un problema del fin dopo dell'altro, è chiaro?
2369512	2372815	Ora perchè quella roba lì non è così facile?
2372835	2380543	Perchè prima di tutto vengono a trovare le regole perchè vengono a trovare le regole?
2380563	2388471	Lui dice perchè me ne frega, me lo scrivo tutto con le nuove e lo so però partendo dai matematici
2393159	2402292	Se nel mio modello ci sono i naturali, i naturali sono infiniti.
2405257	2416393	Quindi semplicemente non ho possibilità di scrivere una teoria che non era tutta.
2416413	2420719	Se io faccio una teoria del mondo anche avendo 7 miliardi di persone
2421425	2434081	se cominci a fare l'affermazione di 7 miliardi di persone, se cominci a fare 20 o 30 diventa 7 miliardi alla 30, non per 30, perché insieme alle frasi dice 40-20.
2434141	2441370	Allora è chiaro che, come vedremo, però qui siamo nella fase 0, il vero problema è se noi riusciamo, allora com'è che diciamo?
2441390	2447578	Beh, noi scriviamo che ci arriviamo tra 5 minuti e questo è il problema dell'elego illogico, dove arriveremo al ragionamento.
2447598	2451162	Dici, beh, o io mi scrivo una teoria che è la più piccola possibile,
2452002	2464495	Poi, in qualche maniera, ho un algoritmo che se io ti chiedo se una certa formula appartiene a T, in un tempo ragionevole mi dici che è vero o falsa, cioè magari non te l'ho detta, tu la riesci a concludere, questo.
2465456	2480271	Quindi questo punto si spolta dal fatto 1 di dire la correttezza, che vuol dire, se mi dici che è vera, è vera, e completezza me lo dici sempre e qualche volta ti dimentichi.
2481365	2508520	Ovviamente per dirvi una cosa che sicuramente fare dei corsi di logica da matematici, la cosa interessante che nel 1930 Agones ha dimostrato, che se tu prendi N, un insieme infinito come N, però ti dici che, permetti di dirti che 1 per 1 più 2 è uguale a 3 per tutti i reali, cioè un modo per dire, per dire che 3 meno 2 è uguale a 1,
2509023	2536954	se tu trovi un modo di formalizzare il più e il meno e il per quindi 3 x 5 vado a 15 quindi se tu trovi un modo di scrivere queste sezioni tali per cui si applicano i naturali quindi solamente somme e solamente differenze non è possibile scrivere una teoria che è un algoritmo del termine che è in grado di
2538082	2552509	di dirti che è completo, ovvero sia, ci sarà sempre una formula che l'algoritmo non riuscirà mai a dire se è vero o falso.
2552529	2558981	Questo per chiaramente non c'è dettaglio, però è un punto per mettere in prospettiva.
2559001	2559702	Poi, se facciamo un corso di logica
2560593	2580880	di verità, arriviamo alla number theory, facciamo un corso della computer science e lo spieghiamo come punto d'arrivo che comunque noi non ci arriveremo mai perché noi naturali abbiamo 64 bit che noi possiamo rappresentare.
